GEO_ID,GEO_ID10,LABEL,HC01_VC03,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC04_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC04_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC04_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC04_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC04_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC04_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC04_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC04_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC04_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC04_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC04_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC04_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC04_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC04_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC04_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC104,HC02_VC104
1400000US42101030900,42101030900,"Census Tract 309, Philadelphia County, Pennsylvania",4716,490,4716,2513,377,53.3,4.4,2203,258,46.7,4.4,607,179,12.9,3.2,460,151,9.8,2.9,223,137,4.7,2.7,175,96,3.7,2.1,523,189,11.1,4,827,287,17.5,5.3,476,140,10.1,3,686,154,14.5,3.2,207,91,4.4,2,168,99,3.6,2.1,213,74,4.5,1.6,94,56,2,1.3,57,53,1.2,1.1,27.7,2.8,(X),(X),3311,350,70.2,5.5,3138,364,66.5,5.5,425,120,9,2.7,364,105,7.7,2.4,3311,350,3311,(X),1612,253,48.7,4.4,1699,198,51.3,4.4,364,105,364,(X),104,45,28.6,9.5,260,83,71.4,9.5,4716,490,4716,(X),4444,463,94.2,4.3,272,211,5.8,4.3,4444,463,94.2,4.3,1518,412,32.2,7.4,1535,326,32.5,7.3,65,73,1.4,1.6,0,10,0,0.5,0,10,0,0.5,32,57,0.7,1.2,0,10,0,0.5,685,187,14.5,4,125,205,2.7,4.3,376,295,8,6.1,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,77,96,1.6,2.1,107,112,2.3,2.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,641,310,13.6,6.3,272,211,5.8,4.3,181,190,3.8,3.9,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,4716,490,4716,(X),1773,470,37.6,7.9,1733,361,36.7,7.6,65,73,1.4,1.6,702,187,14.9,4,0,10,0,0.5,715,319,15.2,6.4,4716,490,4716,(X),1279,525,27.1,9.6,0,10,0,0.5,932,509,19.8,9.7,0,10,0,0.5,347,242,7.4,5.1,3437,418,72.9,9.6,1141,289,24.2,6.2,1401,312,29.7,7.1,32,57,0.7,1.2,685,187,14.5,4,0,10,0,0.5,128,170,2.7,3.6,50,42,1.1,0.9,9,15,0.2,0.3,41,39,0.9,0.8,1439,44
1400000US42101031000,42101031000,"Census Tract 310, Philadelphia County, Pennsylvania",7774,924,7774,3517,550,45.2,4.9,4257,650,54.8,4.9,774,323,10,4.2,550,201,7.1,2.5,423,232,5.4,2.7,719,302,9.2,3.7,415,200,5.3,2.2,1165,411,15,4.9,1355,302,17.4,3.6,886,285,11.4,3.1,351,131,4.5,1.9,378,210,4.9,2.8,431,137,5.5,2.1,232,147,3,1.7,95,64,1.2,0.9,32.2,5,(X),(X),5528,705,71.1,4.4,5171,662,66.5,4.8,977,208,12.6,2.7,758,145,9.8,1.9,5528,705,5528,(X),2586,446,46.8,5.1,2942,459,53.2,5.1,758,145,758,(X),374,114,49.3,12,384,120,50.7,12,7774,924,7774,(X),7552,924,97.1,3,222,234,2.9,3,7552,924,97.1,3,3289,645,42.3,8.8,1836,533,23.6,6.1,27,47,0.3,0.6,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,1400,380,18,4.7,211,154,2.7,2,379,283,4.9,3.7,24,35,0.3,0.5,12,21,0.2,0.3,0,15,0,0.3,576,417,7.4,5.2,198,176,2.5,2.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,1000,671,12.9,7.8,222,234,2.9,3,15,26,0.2,0.3,108,180,1.4,2.3,14,23,0.2,0.3,0,15,0,0.3,7774,924,7774,(X),3438,657,44.2,9,1924,579,24.7,6.7,135,226,1.7,2.9,1414,381,18.2,4.7,12,21,0.2,0.3,1073,668,13.8,7.7,7774,924,7774,(X),1471,694,18.9,7.9,125,193,1.6,2.5,435,287,5.6,3.7,201,304,2.6,4,710,592,9.1,7,6303,799,81.1,7.9,2828,620,36.4,8.3,1836,533,23.6,6.1,0,15,0,0.3,1388,381,17.9,4.7,0,15,0,0.3,142,228,1.8,2.9,109,123,1.4,1.6,73,115,0.9,1.5,36,45,0.5,0.6,2345,39
1400000US42101031101,42101031101,"Census Tract 311.01, Philadelphia County, Pennsylvania",5415,620,5415,2302,372,42.5,4.3,3113,399,57.5,4.3,489,197,9,3.2,490,182,9,3.5,490,135,9,2.3,402,181,7.4,2.8,509,190,9.4,3.3,987,260,18.2,4.4,530,178,9.8,3.4,839,251,15.5,4.3,120,82,2.2,1.5,192,132,3.5,2.4,325,110,6,2.1,29,25,0.5,0.5,13,18,0.2,0.3,28,3.8,(X),(X),3661,447,67.6,4.7,3466,436,64,5.6,486,139,9,2.4,367,101,6.8,1.9,3661,447,3661,(X),1631,320,44.6,6.1,2030,309,55.4,6.1,367,101,367,(X),172,89,46.9,20.8,195,93,53.1,20.8,5415,620,5415,(X),5299,643,97.9,2.1,116,111,2.1,2.1,5299,643,97.9,2.1,1593,431,29.4,7.4,2331,521,43,8.4,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,794,379,14.7,6.5,462,159,8.5,3,58,103,1.1,1.9,0,15,0,0.5,0,15,0,0.5,43,67,0.8,1.2,231,332,4.3,5.9,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,581,305,10.7,5.5,116,111,2.1,2.1,62,71,1.1,1.4,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,5415,620,5415,(X),1655,419,30.6,7.4,2447,508,45.2,8.3,0,15,0,0.5,794,379,14.7,6.5,54,96,1,1.8,581,305,10.7,5.5,5415,620,5415,(X),1045,308,19.3,5.3,51,57,0.9,1,655,264,12.1,5,0,15,0,0.5,339,270,6.3,4.9,4370,581,80.7,5.3,1109,349,20.5,6.2,2261,520,41.8,8.2,0,15,0,0.5,794,379,14.7,6.5,0,15,0,0.5,90,139,1.7,2.6,116,111,2.1,2.1,0,15,0,0.5,116,111,2.1,2.1,1750,31
1400000US42101031102,42101031102,"Census Tract 311.02, Philadelphia County, Pennsylvania",3959,490,3959,1661,338,42,5.5,2298,308,58,5.5,333,136,8.4,3.1,325,129,8.2,3.3,340,128,8.6,3,273,139,6.9,3.2,312,160,7.9,3.8,601,185,15.2,4.3,619,178,15.6,4.2,627,136,15.8,3.7,119,87,3,2.1,146,80,3.7,1.9,170,74,4.3,1.8,39,31,1,0.8,55,49,1.4,1.3,31.2,3.2,(X),(X),2833,367,71.6,4.3,2488,312,62.8,5.8,277,70,7,1.8,264,65,6.7,1.6,2833,367,2833,(X),1175,271,41.5,5.6,1658,191,58.5,5.6,264,65,264,(X),90,43,34.1,19.4,174,81,65.9,19.4,3959,490,3959,(X),3902,496,98.6,1.4,57,56,1.4,1.4,3902,496,98.6,1.4,1290,423,32.6,11,1905,568,48.1,11.5,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,287,245,7.2,6.2,0,10,0,0.6,287,245,7.2,6.2,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,420,215,10.6,5.2,57,56,1.4,1.4,46,52,1.2,1.3,0,10,0,0.6,0,10,0,0.6,11,19,0.3,0.5,3959,490,3959,(X),1336,420,33.7,11,1962,570,49.6,11.5,11,19,0.3,0.5,287,245,7.2,6.2,0,10,0,0.6,420,215,10.6,5.2,3959,490,3959,(X),980,391,24.8,9.1,0,10,0,0.6,590,344,14.9,8.4,44,56,1.1,1.5,346,187,8.7,4.4,2979,494,75.2,9.1,786,330,19.9,8.7,1849,545,46.7,11.3,0,10,0,0.6,287,245,7.2,6.2,0,10,0,0.6,0,10,0,0.6,57,56,1.4,1.4,0,10,0,0.6,57,56,1.4,1.4,1566,34
1400000US42101031200,42101031200,"Census Tract 312, Philadelphia County, Pennsylvania",4680,390,4680,2377,266,50.8,4.2,2303,285,49.2,4.2,474,202,10.1,4.1,279,151,6,3.1,287,123,6.1,2.5,347,142,7.4,3,264,120,5.6,2.4,854,254,18.2,5.3,664,182,14.2,3.9,638,209,13.6,4.4,245,115,5.2,2.5,214,111,4.6,2.3,300,122,6.4,2.6,91,44,1.9,1,23,25,0.5,0.5,33.1,2.3,(X),(X),3388,349,72.4,5.7,3233,319,69.1,5.5,442,114,9.4,2.4,414,111,8.8,2.3,3388,349,3388,(X),1701,246,50.2,5,1687,237,49.8,5,414,111,414,(X),171,68,41.3,16.8,243,112,58.7,16.8,4680,390,4680,(X),4619,392,98.7,1.1,61,51,1.3,1.1,4619,392,98.7,1.1,1451,322,31,6.4,2115,450,45.2,8.4,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,303,164,6.5,3.5,29,49,0.6,1,89,105,1.9,2.2,24,28,0.5,0.6,0,10,0,0.5,0,10,0,0.5,128,109,2.7,2.4,33,56,0.7,1.2,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,750,328,16,7,61,51,1.3,1.1,23,27,0.5,0.6,27,43,0.6,0.9,11,19,0.2,0.4,0,10,0,0.5,4680,390,4680,(X),1512,322,32.3,6.4,2138,458,45.7,8.6,27,43,0.6,0.9,314,165,6.7,3.5,0,10,0,0.5,750,328,16,7,4680,390,4680,(X),1463,383,31.3,7.5,43,67,0.9,1.4,1066,360,22.8,7.2,72,79,1.5,1.7,282,162,6,3.4,3217,423,68.7,7.5,735,199,15.7,4.4,2043,443,43.7,8.3,0,10,0,0.5,303,164,6.5,3.5,0,10,0,0.5,75,118,1.6,2.5,61,51,1.3,1.1,0,10,0,0.5,61,51,1.3,1.1,1777,39
1400000US42101031300,42101031300,"Census Tract 313, Philadelphia County, Pennsylvania",5842,787,5842,2977,541,51,4.2,2865,373,49,4.2,590,211,10.1,3.1,443,157,7.6,2.4,533,220,9.1,3.4,301,144,5.2,2.2,356,159,6.1,2.4,1152,316,19.7,4.9,830,284,14.2,4.1,519,181,8.9,3.1,250,98,4.3,1.7,300,112,5.1,1.9,310,127,5.3,2.4,127,66,2.2,1.1,131,74,2.2,1.4,31.5,1.6,(X),(X),4090,526,70,4.7,3868,451,66.2,4.9,790,176,13.5,3.8,568,157,9.7,3.2,4090,526,4090,(X),1886,373,46.1,5.2,2204,289,53.9,5.2,568,157,568,(X),189,85,33.3,11.2,379,116,66.7,11.2,5842,787,5842,(X),5515,793,94.4,4.1,327,244,5.6,4.1,5515,793,94.4,4.1,2802,548,48,7.6,1587,505,27.2,6.9,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,963,332,16.5,5.5,256,191,4.4,3.2,611,248,10.5,4.1,28,45,0.5,0.8,0,15,0,0.4,22,35,0.4,0.6,46,75,0.8,1.3,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,163,126,2.8,2.1,327,244,5.6,4.1,114,143,2,2.4,147,198,2.5,3.3,12,21,0.2,0.4,0,15,0,0.4,5842,787,5842,(X),3109,576,53.2,7.6,1755,508,30,6.8,181,202,3.1,3.4,975,333,16.7,5.5,20,29,0.3,0.5,163,126,2.8,2.1,5842,787,5842,(X),989,344,16.9,6,71,109,1.2,1.8,768,275,13.1,4.9,39,51,0.7,0.9,111,128,1.9,2.2,4853,808,83.1,6,2112,510,36.2,6.9,1550,504,26.5,7,0,15,0,0.4,963,332,16.5,5.5,0,15,0,0.4,0,15,0,0.4,228,211,3.9,3.6,0,15,0,0.4,228,211,3.9,3.6,2398,75
1400000US42101031401,42101031401,"Census Tract 314.01, Philadelphia County, Pennsylvania",7151,688,7151,3220,419,45,5.2,3931,588,55,5.2,627,227,8.8,3,681,218,9.5,2.7,665,244,9.3,3.1,609,276,8.5,3.7,635,307,8.9,4.2,1070,280,15,4.2,1118,257,15.6,3.2,916,231,12.8,3.2,183,95,2.6,1.3,266,111,3.7,1.6,149,96,2.1,1.3,156,87,2.2,1.2,76,60,1.1,0.8,28.1,2.6,(X),(X),4729,491,66.1,5.8,4439,464,62.1,5.2,622,193,8.7,2.6,381,131,5.3,1.7,4729,491,4729,(X),2112,347,44.7,5.7,2617,386,55.3,5.7,381,131,381,(X),157,74,41.2,18.3,224,114,58.8,18.3,7151,688,7151,(X),6399,754,89.5,7.7,752,566,10.5,7.7,6399,754,89.5,7.7,2481,520,34.7,6.9,1889,475,26.4,6.6,2,10,0,0.1,2,10,0,0.1,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,1370,454,19.2,6,0,15,0,0.3,864,441,12.1,6,0,15,0,0.3,27,42,0.4,0.6,55,89,0.8,1.3,353,275,4.9,3.8,71,112,1,1.6,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,657,440,9.2,6,752,566,10.5,7.7,417,381,5.8,5.3,130,145,1.8,2,0,15,0,0.3,0,15,0,0.3,7151,688,7151,(X),3028,602,42.3,7.7,2511,586,35.1,7.4,132,145,1.8,2,1370,454,19.2,6,0,15,0,0.3,862,502,12.1,6.7,7151,688,7151,(X),1464,495,20.5,6.3,279,247,3.9,3.4,638,394,8.9,5.5,0,15,0,0.3,547,404,7.6,5.4,5687,638,79.5,6.3,1967,421,27.5,5.7,1797,472,25.1,6.6,2,10,0,0.1,1370,454,19.2,6,0,15,0,0.3,4,17,0.1,0.2,547,384,7.6,5.3,0,15,0,0.3,547,384,7.6,5.3,2261,44
1400000US42101031402,42101031402,"Census Tract 314.02, Philadelphia County, Pennsylvania",5830,490,5830,2866,292,49.2,3.6,2964,348,50.8,3.6,368,136,6.3,2.4,621,216,10.7,3.2,490,197,8.4,3.1,307,145,5.3,2.4,499,142,8.6,2.5,730,204,12.5,3.3,792,166,13.6,2.3,816,212,14,3.8,317,122,5.4,2.2,300,121,5.1,2.1,286,98,4.9,1.8,194,65,3.3,1.2,110,56,1.9,1,33.8,2.5,(X),(X),4186,273,71.8,4.3,3944,290,67.7,4.7,751,114,12.9,2.3,590,82,10.1,1.8,4186,273,4186,(X),1883,176,45,3.3,2303,215,55,3.3,590,82,590,(X),190,71,32.2,10.7,400,80,67.8,10.7,5830,490,5830,(X),5727,494,98.2,2.1,103,122,1.8,2.1,5727,494,98.2,2.1,2953,530,50.7,7.2,1081,354,18.5,6.5,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,1647,342,28.3,5.1,191,182,3.3,3.1,1176,388,20.2,6,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,258,188,4.4,3.3,22,34,0.4,0.6,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,46,44,0.8,0.8,103,122,1.8,2.1,6,15,0.1,0.3,70,106,1.2,1.8,0,15,0,0.4,15,37,0.3,0.6,5830,490,5830,(X),3029,549,52,7.4,1114,354,19.1,6.5,85,114,1.5,1.9,1659,345,28.5,5.2,0,15,0,0.4,46,44,0.8,0.8,5830,490,5830,(X),466,242,8,4.1,70,68,1.2,1.2,275,192,4.7,3.3,0,15,0,0.4,121,105,2.1,1.8,5364,523,92,4.1,2555,530,43.8,7.6,1059,354,18.2,6.4,0,15,0,0.4,1647,342,28.3,5.1,0,15,0,0.4,0,15,0,0.4,103,122,1.8,2.1,0,15,0,0.4,103,122,1.8,2.1,1899,40
1400000US42101031501,42101031501,"Census Tract 315.01, Philadelphia County, Pennsylvania",6187,465,6187,3135,338,50.7,3.4,3052,287,49.3,3.4,447,202,7.2,3.4,544,221,8.8,3.3,435,143,7,2.1,256,99,4.1,1.5,418,141,6.8,2.3,1139,327,18.4,5.1,824,176,13.3,2.6,859,233,13.9,3.8,451,162,7.3,2.6,289,124,4.7,2,299,123,4.8,2,131,89,2.1,1.4,95,92,1.5,1.5,32.9,2.9,(X),(X),4639,373,75,3.9,4400,365,71.1,4.5,671,165,10.8,2.6,525,132,8.5,2.1,4639,373,4639,(X),2226,255,48,3.8,2413,260,52,3.8,525,132,525,(X),260,95,49.5,13,265,94,50.5,13,6187,465,6187,(X),6116,495,98.9,1.7,71,103,1.1,1.7,6116,495,98.9,1.7,5002,620,80.8,7.3,162,129,2.6,2.2,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,492,242,8,3.8,33,59,0.5,0.9,429,228,6.9,3.6,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,30,47,0.5,0.8,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,460,385,7.4,6.2,71,103,1.1,1.7,0,15,0,0.4,0,15,0,0.4,71,103,1.1,1.7,0,15,0,0.4,6187,465,6187,(X),5073,599,82,7,162,129,2.6,2.2,0,15,0,0.4,563,207,9.1,3.3,0,15,0,0.4,460,385,7.4,6.2,6187,465,6187,(X),544,181,8.8,3,67,107,1.1,1.7,266,196,4.3,3.1,0,15,0,0.4,211,339,3.4,5.6,5643,495,91.2,3,4779,547,77.2,6.1,162,129,2.6,2.2,0,15,0,0.4,492,242,8,3.8,0,15,0,0.4,139,221,2.2,3.5,71,103,1.1,1.7,0,15,0,0.4,71,103,1.1,1.7,2324,47
1400000US42101031502,42101031502,"Census Tract 315.02, Philadelphia County, Pennsylvania",3451,399,3451,1706,223,49.4,4.1,1745,266,50.6,4.1,250,122,7.2,3.3,293,109,8.5,2.6,212,87,6.1,2.4,121,72,3.5,2.1,175,92,5.1,2.5,609,221,17.6,5.6,563,144,16.3,4,375,132,10.9,3.6,181,84,5.2,2.5,186,76,5.4,2.3,223,89,6.5,2.5,73,45,2.1,1.3,190,111,5.5,3.3,37.3,5.4,(X),(X),2612,278,75.7,3.9,2551,281,73.9,3.8,564,131,16.3,4.2,486,106,14.1,3.4,2612,278,2612,(X),1212,155,46.4,4.2,1400,199,53.6,4.2,486,106,486,(X),179,88,36.8,16.3,307,102,63.2,16.3,3451,399,3451,(X),3431,396,99.4,1.1,20,37,0.6,1.1,3431,396,99.4,1.1,2858,401,82.8,7.6,249,184,7.2,5.2,12,20,0.3,0.6,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,221,136,6.4,3.8,0,10,0,0.7,111,117,3.2,3.2,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,30,36,0.9,1,80,93,2.3,2.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,91,105,2.6,3,20,37,0.6,1.1,0,10,0,0.7,0,10,0,0.7,4,9,0.1,0.3,0,10,0,0.7,3451,399,3451,(X),2871,402,83.2,7.6,265,186,7.7,5.2,12,20,0.3,0.6,241,141,7,4,0,10,0,0.7,91,105,2.6,3,3451,399,3451,(X),402,209,11.6,5.7,99,154,2.9,4.4,200,127,5.8,3.6,71,112,2.1,3.2,32,29,0.9,0.8,3049,369,88.4,5.7,2594,353,75.2,7.9,202,167,5.9,4.7,12,20,0.3,0.6,221,136,6.4,3.8,0,10,0,0.7,0,10,0,0.7,20,37,0.6,1.1,0,10,0,0.7,20,37,0.6,1.1,1565,26
1400000US42101031600,42101031600,"Census Tract 316, Philadelphia County, Pennsylvania",6043,613,6043,3108,360,51.4,3,2935,350,48.6,3,529,288,8.8,4.2,548,230,9.1,3.2,519,261,8.6,4.2,348,134,5.8,2.2,259,156,4.3,2.5,1330,301,22,4.8,440,242,7.3,4.2,914,205,15.1,3.4,299,118,4.9,2.1,284,124,4.7,2.1,297,122,4.9,1.9,159,79,2.6,1.3,117,68,1.9,1.2,30.8,2.7,(X),(X),4203,367,69.6,7.2,4019,371,66.5,7.2,730,183,12.1,3,573,159,9.5,2.6,4203,367,4203,(X),1988,276,47.3,4,2215,215,52.7,4,573,159,573,(X),235,104,41,12.5,338,108,59,12.5,6043,613,6043,(X),6003,607,99.3,0.9,40,55,0.7,0.9,6003,607,99.3,0.9,4412,496,73,8.4,1029,522,17,7.7,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,209,207,3.5,3.3,0,15,0,0.4,129,164,2.1,2.7,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,80,131,1.3,2.2,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,353,280,5.8,4.6,40,55,0.7,0.9,29,51,0.5,0.8,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,6043,613,6043,(X),4441,497,73.5,8.3,1058,529,17.5,7.8,0,15,0,0.4,220,207,3.6,3.3,0,15,0,0.4,364,289,6,4.7,6043,613,6043,(X),788,339,13,5.2,0,15,0,0.4,492,249,8.1,3.9,0,15,0,0.4,296,229,4.9,3.7,5255,554,87,5.2,4021,408,66.5,8,1025,520,17,7.7,0,15,0,0.4,209,207,3.5,3.3,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,0,15,0,0.4,2163,111
